public,ticket_comments,idx_ticket_comments_ticket_id,CREATE INDEX idx_ticket_comments_ticket_id ON public.ticket_comments USING btree (ticket_id)
public,ticket_comments,ticket_comments_pkey,CREATE UNIQUE INDEX ticket_comments_pkey ON public.ticket_comments USING btree (id)
public,tickets,idx_tickets_org_id,CREATE INDEX idx_tickets_org_id ON public.tickets USING btree (org_id)
public,tickets,idx_tickets_status,CREATE INDEX idx_tickets_status ON public.tickets USING btree (status)
public,tickets,idx_tickets_user_id,CREATE INDEX idx_tickets_user_id ON public.tickets USING btree (user_id)
public,tickets,tickets_pkey,CREATE UNIQUE INDEX tickets_pkey ON public.tickets USING btree (id)
public,website_settings,idx_website_settings_org_id,CREATE INDEX idx_website_settings_org_id ON public.website_settings USING btree (org_id)
public,website_settings,unique_property_setting,CREATE UNIQUE INDEX unique_property_setting ON public.website_settings USING btree (property_id, setting_key)
public,website_settings,website_settings_pkey,CREATE UNIQUE INDEX website_settings_pkey ON public.website_settings USING btree (id)
public,website_settings,website_settings_property_id_setting_key_key,CREATE UNIQUE INDEX website_settings_property_id_setting_key_key ON public.website_settings USING btree (property_id, setting_key)
